uid,vid,rate,time
244,259,3,14342
515,392,2,14343
142,281,3,14344
846,345,4,14345
219,326,3,14346
159,75,3,14347
610,179,4,14348
638,31,3,14349
776,333,4,14350
524,439,3,14351
891,427,3,14352
992,351,3,14353
338,413,3,14354
529,396,3,14355
92,279,3,14356
357,395,3,14357
827,59,3,14358
476,213,3,14359
611,0,3,14360
554,310,3,14361
167,191,2,14362
33,33,4,14363
687,416,3,14364
707,485,4,14365
157,244,3,14366
499,365,4,14367
339,345,3,14368
334,70,3,14369
326,113,3,14370
796,406,3,14371
417,467,2,14372
142,96,3,14373
308,400,4,14374
319,211,3,14375
316,184,4,14376
204,363,3,14377
215,245,4,14378
238,292,2,14379
390,7,3,14380
835,276,3,14381
956,493,3,14382
201,213,3,14383
605,477,2,14384
507,463,2,14385
74,469,3,14386
668,152,2,14387
953,141,3,14388
589,321,3,14389
706,157,3,14390
145,53,3,14391
355,276,4,14392
820,82,3,14393
399,155,3,14394
515,498,3,14395
310,270,3,14396
575,448,3,14397
111,238,2,14398
143,373,3,14399
19,63,3,14400
288,80,3,14401
196,381,3,14402
580,185,3,14403
678,204,4,14404
491,163,2,14405
605,248,2,14406
67,342,2,14407
20,318,3,14408
511,84,3,14409
389,23,3,14410
110,436,3,14411
862,82,3,14412
869,459,3,14413
379,139,3,14414
439,375,4,14415
782,338,3,14416
987,423,3,14417
168,196,3,14418
964,261,3,14419
726,66,3,14420
228,160,3,14421
426,121,3,14422
148,339,4,14423
704,230,4,14424
110,144,3,14425
63,125,2,14426
729,283,3,14427
908,235,3,14428
484,12,3,14429
933,152,2,14430
238,189,3,14431
662,85,3,14432
20,181,4,14433
318,157,3,14434
970,451,4,14435
480,366,4,14436
75,328,3,14437
415,202,4,14438
228,151,3,14439
774,71,3,14440
224,472,3,14441
359,27,3,14442
810,96,3,14443
45,0,2,14444
677,244,3,14445
218,101,3,14446
290,457,3,14447
203,201,4,14448
565,481,3,14449
791,411,3,14450
277,492,4,14451
15,12,3,14452
355,355,2,14453
829,426,4,14454
598,77,3,14455
927,66,3,14456
858,210,3,14457
213,184,3,14458
448,452,3,14459
432,32,4,14460
114,274,3,14461
419,498,4,14462
709,379,2,14463
142,227,2,14464
631,352,3,14465
23,26,3,14466
944,74,3,14467
752,22,3,14468
672,40,3,14469
749,238,3,14470
567,412,3,14471
414,448,3,14472
609,145,2,14473
977,261,3,14474
435,39,2,14475
704,238,4,14476
41,221,2,14477
707,287,3,14478
9,234,3,14479
836,264,3,14480
580,444,3,14481
138,354,3,14482
730,195,3,14483
73,102,3,14484
224,122,4,14485
101,263,3,14486
944,407,4,14487
998,160,3,14488
232,490,4,14489
786,257,2,14490
310,138,2,14491
226,272,2,14492
937,316,3,14493
898,85,3,14494
290,468,4,14495
728,358,3,14496
577,256,3,14497
646,403,4,14498
426,374,2,14499
901,54,3,14500
867,242,3,14501
251,20,2,14502
306,429,3,14503
674,355,3,14504
263,497,3,14505
67,106,3,14506
399,66,4,14507
198,191,4,14508
513,256,3,14509
441,0,3,14510
357,114,4,14511
902,87,3,14512
196,468,3,14513
603,273,2,14514
855,159,3,14515
172,32,3,14516
457,72,3,14517
480,454,3,14518
195,283,3,14519
735,43,4,14520
847,493,2,14521
438,137,3,14522
781,358,2,14523
35,33,4,14524
87,145,4,14525
15,232,3,14526
420,40,2,14527
766,280,3,14528
125,7,3,14529
471,467,5,14530
879,349,4,14531
835,175,4,14532
739,453,3,14533
834,401,3,14534
366,487,3,14535
17,55,3,14536
918,34,3,14537
901,117,3,14538
793,253,2,14539
724,60,2,14540
599,270,3,14541
346,31,2,14542
907,132,4,14543
575,198,3,14544
255,341,3,14545
666,462,4,14546
230,300,2,14547
546,25,3,14548
534,140,3,14549
473,386,3,14550
284,449,4,14551
319,155,4,14552
470,419,3,14553
112,389,3,14554
650,421,3,14555
885,417,4,14556
720,322,3,14557
875,429,3,14558
993,85,2,14559
284,59,3,14560
53,92,3,14561
324,457,3,14562
457,372,2,14563
264,381,3,14564
212,332,3,14565
9,357,4,14566
202,195,4,14567
57,493,3,14568
509,255,2,14569
222,368,3,14570
691,417,4,14571
873,34,3,14572
870,102,3,14573
160,199,4,14574
159,182,4,14575
864,135,3,14576
941,397,3,14577
737,391,2,14578
754,105,3,14579
582,76,3,14580
53,276,3,14581
110,223,3,14582
74,13,4,14583
970,257,3,14584
481,188,3,14585
363,238,2,14586
400,333,3,14587
984,303,3,14588
90,391,3,14589
183,16,3,14590
964,11,3,14591
165,145,3,14592
281,478,2,14593
548,69,3,14594
168,334,3,14595
169,496,4,14596
764,345,3,14597
498,459,3,14598
296,430,3,14599
141,384,3,14600
784,224,4,14601
694,220,3,14602
52,117,4,14603
364,158,3,14604
957,135,4,14605
413,76,3,14606
847,449,2,14607
556,17,4,14608
866,428,4,14609
402,204,3,14610
498,323,4,14611
594,49,4,14612
280,165,3,14613
242,376,3,14614
478,163,3,14615
323,55,3,14616
550,318,3,14617
639,390,3,14618
633,246,3,14619
697,207,3,14620
314,303,4,14621
900,238,2,14622
726,291,2,14623
223,87,2,14624
536,428,3,14625
219,274,3,14626
646,491,3,14627
953,232,2,14628
976,65,3,14629
591,422,3,14630
254,124,3,14631
145,102,3,14632
384,446,2,14633
386,382,3,14634
276,381,3,14635
123,413,4,14636
266,277,3,14637
110,380,3,14638
824,88,3,14639
898,157,3,14640
727,383,2,14641
812,35,3,14642
598,117,3,14643
327,447,3,14644
693,67,3,14645
433,358,2,14646
670,284,3,14647
442,163,4,14648
584,118,4,14649
852,498,3,14650
194,88,3,14651
856,75,3,14652
732,138,4,14653
883,394,4,14654
240,153,4,14655
564,141,3,14656
831,463,3,14657
905,30,3,14658
222,291,3,14659
265,281,2,14660
787,380,3,14661
555,61,3,14662
712,334,3,14663
520,70,3,14664
601,23,3,14665
139,315,2,14666
339,375,3,14667
589,213,3,14668
527,28,3,14669
415,466,4,14670
374,290,3,14671
42,351,3,14672
886,52,3,14673
787,370,2,14674
231,211,3,14675
7,121,3,14676
482,41,4,14677
332,232,3,14678
69,366,2,14679
15,68,4,14680
52,172,2,14681
946,481,3,14682
773,378,3,14683
800,462,4,14684
526,269,3,14685
678,62,4,14686
260,499,3,14687
120,345,3,14688
239,464,3,14689
106,494,3,14690
179,15,3,14691
354,421,3,14692
308,214,3,14693
588,224,4,14694
604,180,3,14695
173,353,2,14696
353,218,3,14697
654,314,3,14698
433,392,2,14699
281,258,4,14700
867,46,3,14701
4,61,3,14702
979,83,3,14703
644,393,2,14704
792,43,3,14705
152,413,2,14706
781,341,3,14707
682,155,3,14708
477,274,2,14709
357,425,3,14710
531,482,2,14711
213,78,3,14712
138,437,3,14713
97,376,3,14714
663,197,4,14715
784,155,3,14716
49,478,3,14717
227,438,2,14718
148,57,3,14719
161,350,4,14720
476,106,3,14721
426,394,3,14722
800,185,3,14723
557,444,3,14724
445,128,2,14725
916,317,4,14726
447,86,3,14727
248,328,3,14728
439,256,3,14729
276,277,3,14730
437,3,3,14731
576,434,3,14732
201,62,3,14733
654,243,2,14734
803,284,3,14735
179,173,3,14736
324,412,3,14737
622,174,3,14738
474,152,3,14739
975,399,3,14740
867,216,3,14741
808,448,4,14742
452,488,3,14743
403,452,3,14744
931,476,3,14745
239,225,4,14746
185,47,3,14747
977,385,3,14748
207,156,3,14749
224,143,3,14750
418,110,3,14751
873,464,3,14752
131,112,4,14753
835,434,3,14754
600,160,4,14755
333,407,4,14756
74,280,4,14757
411,6,4,14758
624,35,2,14759
777,112,3,14760
803,222,4,14761
722,17,3,14762
240,133,3,14763
731,390,3,14764
101,139,3,14765
680,497,3,14766
510,190,3,14767
993,24,2,14768
976,436,3,14769
544,342,3,14770
840,5,4,14771
957,193,2,14772
741,136,4,14773
834,399,2,14774
472,215,3,14775
348,363,3,14776
182,167,3,14777
793,37,4,14778
674,470,3,14779
451,442,3,14780
489,141,3,14781
759,430,4,14782
102,198,3,14783
711,41,3,14784
946,146,2,14785
65,430,3,14786
192,297,3,14787
37,140,2,14788
617,427,4,14789
663,351,3,14790
925,325,4,14791
37,96,3,14792
107,118,3,14793
150,73,3,14794
56,365,3,14795
918,291,4,14796
824,254,3,14797
253,384,3,14798
455,258,4,14799
781,464,3,14800
33,494,2,14801
325,324,3,14802
237,178,4,14803
615,28,4,14804
738,465,3,14805
743,303,3,14806
861,334,3,14807
116,206,3,14808
911,184,4,14809
480,137,3,14810
402,484,3,14811
834,163,5,14812
899,74,2,14813
232,416,4,14814
283,479,4,14815
888,254,3,14816
975,8,3,14817
714,389,3,14818
378,304,3,14819
602,380,3,14820
843,149,4,14821
359,175,3,14822
484,404,3,14823
32,464,3,14824
695,156,3,14825
564,295,3,14826
201,273,3,14827
174,243,3,14828
268,410,4,14829
95,360,3,14830
172,386,2,14831
405,154,3,14832
182,322,2,14833
288,257,3,14834
586,173,4,14835
329,230,4,14836
758,160,3,14837
185,390,3,14838
906,127,3,14839
677,26,4,14840
245,486,4,14841
646,384,3,14842
201,20,3,14843
590,157,3,14844
93,7,4,14845
471,338,4,14846
258,54,4,14847
910,35,3,14848
5,376,4,14849
553,49,3,14850
111,145,2,14851
496,305,2,14852
541,460,3,14853
806,115,2,14854
907,225,4,14855
58,75,2,14856
427,215,3,14857
131,419,3,14858
497,303,3,14859
909,80,3,14860
304,66,3,14861
229,470,3,14862
332,392,4,14863
276,360,3,14864
583,208,3,14865
783,143,3,14866
250,283,3,14867
690,439,3,14868
79,56,3,14869
365,307,3,14870
173,461,2,14871
749,491,3,14872
677,83,3,14873
492,47,3,14874
638,168,3,14875
865,373,3,14876
954,348,3,14877
66,329,2,14878
851,193,4,14879
154,159,4,14880
695,265,3,14881
167,144,4,14882
185,373,3,14883
864,261,3,14884
422,494,4,14885
785,456,3,14886
734,41,3,14887
515,275,3,14888
795,423,4,14889
704,103,2,14890
246,299,3,14891
22,440,3,14892
814,12,3,14893
143,217,2,14894
753,192,3,14895
464,271,3,14896
374,164,3,14897
691,116,3,14898
265,377,3,14899
862,73,4,14900
437,368,3,14901
225,306,3,14902
307,453,3,14903
347,475,3,14904
314,12,3,14905
424,11,2,14906
561,487,3,14907
824,433,3,14908
248,118,5,14909
568,181,4,14910
961,263,3,14911
105,190,3,14912
136,187,3,14913
119,241,4,14914
830,71,3,14915
754,130,2,14916
456,268,3,14917
904,478,2,14918
984,51,4,14919
573,118,2,14920
876,263,4,14921
238,350,4,14922
892,254,3,14923
684,308,3,14924
748,318,3,14925
606,336,2,14926
494,56,3,14927
949,402,3,14928
66,45,3,14929
605,137,3,14930
368,92,3,14931
231,401,2,14932
907,48,3,14933
22,61,3,14934
266,328,2,14935
117,439,4,14936
599,88,4,14937
54,152,3,14938
238,264,4,14939
267,394,4,14940
112,165,3,14941
667,7,3,14942
713,216,3,14943
430,291,4,14944
892,49,3,14945
106,8,3,14946
744,187,3,14947
455,322,3,14948
308,337,3,14949
621,482,4,14950
144,227,3,14951
820,411,3,14952
113,62,3,14953
398,274,2,14954
123,85,3,14955
581,46,3,14956
710,363,3,14957
943,200,3,14958
275,36,3,14959
714,129,3,14960
447,469,3,14961
803,388,4,14962
575,262,3,14963
965,119,3,14964
277,201,3,14965
45,167,1,14966
444,109,2,14967
45,211,4,14968
539,86,4,14969
802,384,4,14970
668,264,3,14971
776,21,3,14972
767,190,3,14973
449,463,3,14974
231,185,3,14975
396,480,3,14976
402,462,3,14977
416,201,3,14978
64,443,3,14979
907,42,4,14980
732,16,3,14981
835,284,3,14982
182,390,2,14983
901,481,3,14984
262,173,3,14985
440,53,3,14986
219,45,4,14987
393,259,3,14988
470,346,3,14989
461,60,2,14990
165,159,3,14991
487,36,3,14992
2,482,3,14993
12,161,4,14994
343,448,4,14995
331,263,3,14996
82,264,3,14997
379,218,3,14998
657,297,2,14999
808,453,3,15000
672,228,4,15001
745,88,4,15002
332,309,3,15003
726,419,4,15004
608,212,3,15005
353,311,3,15006
99,144,3,15007
9,470,3,15008
43,250,3,15009
385,226,3,15010
909,248,3,15011
494,492,3,15012
168,129,4,15013
530,335,3,15014
746,491,4,15015
856,0,3,15016
129,495,3,15017
538,1,3,15018
249,221,3,15019
946,137,3,15020
274,489,4,15021
463,140,3,15022
943,255,3,15023
881,311,4,15024
455,439,3,15025
433,94,4,15026
172,472,3,15027
954,422,3,15028
916,438,3,15029
56,497,4,15030
613,168,2,15031
988,69,4,15032
849,48,3,15033
427,418,2,15034
346,4,4,15035
454,201,3,15036
201,178,3,15037
56,185,2,15038
603,291,4,15039
905,433,3,15040
994,226,3,15041
932,111,3,15042
147,268,3,15043
714,377,3,15044
876,402,4,15045
347,357,2,15046
55,300,4,15047
315,451,2,15048
184,53,2,15049
36,210,3,15050
804,269,4,15051
862,219,3,15052
507,227,3,15053
427,357,2,15054
722,297,2,15055
0,22,4,15056
502,447,3,15057
795,495,3,15058
899,424,3,15059
699,17,2,15060
958,444,2,15061
560,46,3,15062
626,38,3,15063
728,209,3,15064
773,210,4,15065
564,459,3,15066
280,354,3,15067
832,132,3,15068
448,263,3,15069
806,110,3,15070
554,337,3,15071
237,378,3,15072
456,388,4,15073
758,3,2,15074
875,348,4,15075
896,349,3,15076
823,172,3,15077
192,2,3,15078
789,455,4,15079
567,273,3,15080
408,175,3,15081
627,83,3,15082
670,285,4,15083
79,65,3,15084
208,9,3,15085
198,58,3,15086
233,306,4,15087
243,378,3,15088
392,53,4,15089
445,336,2,15090
392,8,3,15091
612,407,3,15092
806,202,4,15093
903,152,3,15094
109,321,3,15095
265,372,3,15096
151,495,2,15097
975,82,3,15098
954,414,3,15099
906,133,3,15100
325,159,3,15101
550,175,3,15102
524,314,3,15103
66,439,3,15104
759,40,3,15105
183,34,3,15106
933,336,3,15107
962,289,3,15108
75,471,2,15109
581,233,2,15110
522,367,3,15111
282,303,4,15112
535,273,4,15113
538,53,4,15114
54,375,3,15115
744,276,3,15116
442,370,3,15117
417,119,4,15118
224,57,4,15119
254,175,3,15120
565,145,2,15121
770,151,3,15122
384,261,3,15123
530,341,2,15124
370,170,3,15125
890,391,2,15126
196,435,3,15127
584,302,4,15128
596,283,3,15129
301,131,2,15130
119,215,2,15131
135,115,3,15132
572,16,3,15133
33,19,3,15134
207,457,3,15135
673,298,2,15136
521,93,3,15137
413,370,3,15138
408,382,3,15139
440,365,3,15140
446,106,3,15141
616,70,3,15142
942,83,4,15143
208,258,4,15144
231,419,3,15145
281,393,3,15146
417,205,3,15147
263,310,3,15148
858,393,4,15149
696,113,3,15150
78,356,2,15151
341,300,3,15152
561,319,3,15153
94,257,3,15154
940,350,3,15155
61,141,3,15156
841,221,3,15157
867,110,2,15158
615,14,2,15159
781,158,3,15160
156,26,4,15161
596,8,3,15162
275,226,4,15163
185,78,3,15164
215,432,4,15165
568,143,3,15166
355,330,3,15167
391,66,3,15168
274,493,2,15169
616,450,3,15170
419,472,2,15171
699,163,3,15172
778,50,3,15173
637,79,2,15174
182,309,2,15175
16,445,2,15176
169,279,2,15177
912,303,4,15178
339,213,3,15179
709,6,2,15180
909,10,3,15181
523,109,2,15182
132,388,4,15183
639,147,4,15184
565,310,3,15185
953,78,3,15186
345,96,3,15187
248,126,2,15188
541,23,3,15189
470,200,3,15190
130,121,3,15191
355,431,3,15192
838,149,3,15193
525,303,2,15194
540,49,4,15195
463,239,3,15196
481,393,2,15197
454,472,3,15198
282,334,3,15199
351,155,2,15200
648,326,3,15201
335,153,3,15202
994,80,3,15203
86,263,2,15204
257,478,3,15205
184,179,4,15206
697,122,2,15207
888,95,4,15208
604,2,3,15209
903,442,3,15210
513,478,4,15211
957,370,3,15212
304,356,3,15213
147,284,3,15214
872,405,2,15215
261,61,4,15216
490,225,3,15217
30,189,2,15218
886,267,3,15219
11,190,2,15220
399,24,3,15221
917,90,3,15222
599,331,2,15223
500,273,3,15224
300,110,2,15225
79,323,3,15226
651,432,3,15227
416,213,3,15228
446,17,3,15229
53,367,3,15230
608,282,3,15231
745,466,2,15232
239,333,3,15233
920,417,2,15234
855,485,3,15235
443,53,4,15236
598,260,3,15237
747,122,4,15238
419,53,1,15239
215,419,2,15240
708,38,3,15241
965,364,3,15242
227,236,3,15243
643,329,3,15244
832,468,2,15245
679,486,2,15246
548,66,2,15247
622,414,3,15248
218,208,3,15249
380,86,2,15250
460,302,3,15251
410,178,3,15252
915,493,3,15253
524,446,2,15254
299,407,3,15255
636,374,2,15256
232,250,4,15257
898,125,3,15258
746,137,3,15259
960,48,3,15260
891,185,3,15261
204,77,3,15262
480,385,2,15263
193,102,3,15264
616,375,3,15265
286,323,3,15266
481,210,4,15267
249,292,3,15268
200,23,3,15269
460,299,3,15270
477,82,3,15271
808,457,3,15272
690,297,2,15273
363,205,3,15274
39,303,4,15275
624,339,3,15276
515,485,3,15277
107,315,3,15278
113,166,3,15279
260,105,3,15280
223,261,3,15281
250,13,2,15282
709,125,3,15283
205,139,2,15284
61,282,4,15285
53,345,2,15286
523,135,3,15287
329,143,3,15288
435,281,4,15289
135,488,3,15290
812,220,4,15291
851,208,4,15292
914,400,2,15293
870,379,4,15294
448,122,3,15295
627,156,3,15296
269,16,2,15297
481,218,3,15298
318,237,2,15299
544,284,3,15300
36,102,3,15301
722,429,4,15302
791,141,2,15303
644,124,3,15304
564,87,3,15305
609,369,3,15306
606,413,2,15307
187,375,3,15308
986,411,4,15309
873,281,3,15310
529,163,3,15311
391,145,3,15312
467,313,3,15313
252,159,3,15314
860,48,3,15315
175,465,2,15316
838,64,3,15317
987,288,3,15318
49,3,3,15319
630,339,3,15320
884,499,4,15321
675,222,3,15322
869,155,3,15323
898,261,3,15324
684,22,3,15325
902,375,3,15326
60,355,3,15327
832,133,3,15328
23,292,3,15329
556,178,3,15330
355,471,3,15331
869,428,3,15332
356,364,3,15333
607,408,3,15334
265,290,2,15335
566,152,3,15336
218,172,3,15337
607,122,3,15338
11,3,3,15339
361,345,3,15340
578,144,3,15341
968,476,3,15342
576,81,3,15343
616,180,2,15344
339,440,2,15345
616,225,3,15346
370,27,3,15347
994,15,3,15348
276,332,3,15349
482,297,2,15350
565,287,3,15351
113,37,3,15352
453,369,2,15353
741,165,3,15354
693,443,3,15355
204,365,3,15356
244,358,3,15357
332,430,3,15358
395,308,3,15359
506,416,3,15360
923,120,3,15361
258,209,2,15362
409,309,4,15363
807,193,3,15364
67,113,2,15365
219,219,3,15366
472,217,3,15367
748,430,3,15368
385,297,3,15369
929,93,3,15370
252,404,4,15371
491,356,2,15372
427,214,2,15373
992,379,2,15374
769,346,3,15375
751,314,4,15376
213,97,4,15377
527,403,3,15378
665,15,3,15379
709,492,3,15380
619,22,4,15381
553,36,3,15382
327,389,3,15383
164,115,3,15384
149,5,3,15385
31,144,3,15386
805,400,2,15387
292,406,3,15388
688,444,4,15389
176,60,3,15390
588,415,3,15391
382,85,3,15392
702,6,3,15393
917,84,3,15394
773,444,2,15395
397,399,3,15396
770,392,4,15397
46,340,3,15398
497,93,3,15399
477,425,3,15400
425,223,2,15401
790,2,3,15402
128,322,4,15403
248,228,3,15404
838,130,4,15405
739,176,3,15406
322,310,3,15407
899,30,2,15408
65,205,4,15409
100,319,2,15410
30,372,4,15411
190,65,4,15412
414,302,2,15413
746,277,2,15414
713,499,3,15415
861,224,3,15416
594,45,2,15417
88,185,3,15418
374,188,3,15419
245,45,4,15420
256,351,3,15421
920,60,4,15422
104,336,3,15423
525,300,3,15424
678,65,4,15425
31,95,3,15426
57,103,3,15427
311,133,4,15428
728,66,3,15429
977,177,3,15430
373,246,3,15431
805,234,4,15432
642,111,2,15433
388,407,3,15434
53,289,3,15435
238,239,2,15436
294,111,2,15437
87,227,2,15438
475,303,4,15439
304,289,3,15440
207,355,2,15441
902,273,2,15442
581,369,2,15443
219,230,3,15444
801,306,3,15445
872,348,2,15446
254,451,3,15447
141,68,3,15448
88,358,3,15449
135,142,2,15450
850,186,3,15451
522,147,3,15452
950,291,3,15453
849,397,3,15454
441,37,3,15455
856,207,3,15456
209,0,3,15457
359,64,3,15458
0,242,3,15459
980,380,3,15460
827,24,3,15461
49,395,3,15462
859,240,3,15463
31,32,3,15464
711,233,3,15465
25,41,3,15466
433,60,3,15467
552,440,2,15468
129,354,2,15469
353,197,3,15470
798,150,4,15471
715,181,2,15472
370,411,3,15473
718,146,3,15474
715,497,2,15475
47,257,3,15476
650,171,3,15477
612,186,4,15478
895,314,3,15479
375,293,3,15480
920,362,3,15481
532,297,2,15482
419,392,3,15483
395,9,3,15484
186,493,4,15485
644,32,4,15486
68,79,3,15487
190,100,3,15488
484,284,2,15489
913,220,3,15490
389,52,3,15491
977,159,3,15492
891,41,3,15493
46,158,2,15494
445,183,3,15495
757,10,4,15496
665,219,3,15497
154,338,3,15498
952,364,4,15499
794,186,2,15500
573,147,2,15501
898,143,3,15502
102,299,2,15503
92,462,3,15504
285,423,2,15505
118,496,3,15506
960,28,3,15507
510,29,3,15508
871,365,3,15509
799,137,3,15510
474,50,3,15511
391,434,3,15512
803,233,3,15513
54,418,3,15514
291,239,4,15515
311,35,1,15516
88,211,3,15517
956,317,3,15518
876,244,3,15519
464,86,2,15520
408,239,3,15521
831,187,2,15522
56,112,2,15523
738,255,2,15524
691,183,4,15525
702,451,4,15526
743,275,3,15527
232,53,4,15528
256,492,3,15529
89,225,3,15530
758,393,3,15531
662,434,3,15532
624,407,3,15533
268,156,3,15534
953,365,4,15535
858,350,3,15536
298,393,4,15537
158,486,3,15538
841,471,2,15539
736,13,3,15540
354,108,3,15541
929,400,3,15542
706,57,3,15543
974,391,3,15544
351,293,3,15545
665,63,3,15546
669,264,4,15547
632,287,4,15548
522,213,3,15549
161,104,2,15550
913,146,3,15551
181,337,3,15552
548,81,2,15553
523,3,3,15554
494,42,3,15555
922,50,3,15556
260,133,3,15557
972,86,2,15558
361,55,3,15559
216,365,3,15560
67,499,3,15561
863,43,4,15562
142,345,3,15563
584,266,4,15564
193,492,2,15565
666,245,3,15566
313,217,2,15567
967,383,2,15568
764,276,3,15569
276,71,3,15570
128,357,2,15571
697,12,3,15572
840,219,3,15573
5,238,2,15574
982,111,2,15575
227,441,3,15576
16,72,2,15577
11,85,3,15578
498,179,2,15579
633,203,3,15580
501,69,3,15581
107,200,3,15582
51,36,3,15583
628,258,2,15584
481,263,4,15585
905,302,4,15586
936,63,3,15587
553,42,3,15588
124,392,2,15589
269,484,3,15590
858,232,3,15591
479,131,3,15592
1,114,4,15593
480,468,3,15594
0,491,3,15595
330,64,4,15596
941,442,3,15597
970,124,4,15598
767,390,3,15599
833,142,3,15600
327,245,3,15601
627,376,3,15602
807,41,3,15603
946,34,3,15604
493,488,3,15605
552,340,3,15606
123,56,3,15607
805,455,3,15608
234,95,3,15609
391,491,3,15610
969,318,3,15611
342,131,4,15612
175,51,2,15613
549,477,3,15614
488,342,3,15615
4,212,3,15616
631,325,2,15617
880,208,3,15618
216,23,3,15619
341,204,3,15620
400,461,3,15621
737,217,3,15622
210,25,3,15623
251,2,3,15624
1,91,4,15625
1,149,2,15626
496,37,3,15627
870,467,3,15628
69,200,2,15629
307,251,2,15630
286,409,3,15631
291,153,3,15632
923,132,3,15633
882,73,3,15634
273,270,3,15635
696,352,4,15636
4,292,3,15637
359,85,3,15638
213,405,3,15639
435,14,4,15640
272,50,3,15641
764,44,3,15642
702,121,2,15643
411,186,3,15644
725,148,3,15645
169,208,3,15646
964,81,3,15647
400,195,3,15648
245,390,2,15649
856,356,3,15650
551,167,3,15651
42,328,3,15652
722,178,3,15653
456,22,3,15654
606,159,4,15655
243,414,3,15656
16,111,3,15657
614,313,3,15658
597,34,3,15659
29,191,3,15660
436,178,3,15661
615,164,3,15662
473,121,4,15663
133,289,3,15664
311,223,4,15665
24,370,2,15666
524,318,3,15667
229,101,4,15668
449,377,3,15669
887,388,4,15670
202,266,4,15671
983,461,4,15672
364,221,3,15673
103,110,3,15674
427,482,3,15675
468,68,3,15676
869,257,3,15677
679,292,3,15678
885,48,3,15679
249,481,3,15680
330,419,3,15681
586,200,2,15682
453,33,2,15683
825,110,4,15684
932,351,3,15685
827,395,3,15686
748,31,3,15687
208,131,2,15688
617,32,5,15689
106,264,4,15690
225,486,3,15691
178,221,4,15692
369,124,4,15693
787,166,2,15694
662,40,3,15695
299,380,3,15696
34,406,3,15697
501,313,3,15698
815,230,4,15699
726,313,3,15700
100,56,3,15701
214,422,3,15702
667,63,3,15703
61,338,3,15704
368,367,3,15705
573,93,3,15706
468,471,2,15707
852,25,3,15708
434,120,3,15709
49,370,2,15710
763,35,3,15711
409,288,2,15712
378,99,3,15713
323,328,3,15714
647,193,3,15715
220,278,3,15716
837,54,3,15717
938,483,4,15718
109,148,3,15719
405,264,5,15720
673,186,3,15721
409,128,4,15722
483,107,2,15723
388,424,3,15724
446,405,2,15725
67,431,3,15726
65,143,3,15727
975,52,3,15728
639,469,3,15729
320,206,4,15730
831,215,1,15731
579,446,3,15732
573,209,3,15733
848,326,3,15734
369,428,2,15735
563,115,4,15736
892,457,3,15737
894,64,3,15738
641,176,3,15739
789,479,2,15740
924,162,3,15741
976,331,3,15742
663,349,3,15743
747,157,3,15744
467,425,3,15745
326,105,3,15746
817,254,3,15747
357,454,3,15748
443,112,3,15749
29,11,2,15750
688,478,4,15751
849,45,4,15752
170,129,3,15753
756,352,2,15754
202,225,3,15755
79,309,4,15756
34,51,2,15757
160,468,2,15758
595,327,3,15759
434,25,4,15760
224,445,3,15761
316,153,3,15762
804,413,3,15763
94,224,4,15764
778,436,2,15765
552,132,2,15766
65,396,3,15767
958,209,3,15768
473,152,4,15769
683,397,2,15770
836,58,3,15771
695,489,3,15772
179,321,2,15773
835,11,3,15774
458,67,2,15775
938,328,3,15776
201,474,3,15777
517,14,1,15778
41,30,4,15779
981,180,3,15780
773,288,3,15781
924,20,3,15782
891,181,4,15783
695,243,3,15784
861,148,1,15785
767,99,3,15786
566,185,3,15787
831,85,4,15788
173,467,3,15789
533,243,3,15790
59,103,2,15791
650,302,2,15792
670,498,4,15793
743,76,3,15794
17,21,3,15795
183,144,4,15796
549,280,3,15797
287,142,3,15798
524,185,3,15799
473,433,3,15800
266,268,4,15801
608,433,3,15802
356,293,3,15803
0,294,3,15804
26,35,2,15805
159,424,3,15806
398,30,4,15807
126,261,2,15808
856,496,2,15809
947,209,3,15810
149,30,2,15811
611,328,2,15812
301,450,3,15813
864,218,2,15814
764,170,3,15815
256,427,4,15816
56,8,4,15817
4,334,3,15818
113,264,3,15819
684,219,3,15820
204,23,4,15821
492,457,4,15822
681,405,3,15823
102,59,2,15824
85,254,3,15825
676,371,2,15826
678,83,3,15827
969,201,3,15828
601,88,2,15829
436,119,2,15830
155,460,3,15831
398,187,3,15832
187,261,4,15833
51,139,3,15834
530,479,3,15835
586,229,3,15836
480,129,4,15837
54,270,3,15838
959,99,3,15839
68,398,2,15840
298,457,3,15841
528,353,3,15842
627,151,3,15843
329,115,3,15844
541,322,3,15845
562,59,3,15846
228,258,2,15847
359,4,4,15848
27,253,3,15849
363,461,4,15850
230,394,2,15851
967,356,3,15852
711,331,3,15853
270,338,3,15854
303,382,3,15855
557,27,3,15856
518,231,4,15857
198,93,2,15858
81,87,3,15859
389,185,3,15860
754,67,2,15861
822,450,2,15862
432,373,3,15863
434,186,2,15864
750,389,2,15865
217,107,4,15866
818,37,4,15867
906,435,3,15868
348,275,4,15869
521,25,4,15870
47,346,3,15871
369,13,3,15872
611,186,3,15873
523,371,2,15874
890,278,3,15875
340,327,4,15876
678,121,4,15877
904,471,2,15878
606,24,3,15879
528,425,2,15880
322,340,3,15881
312,71,5,15882
269,249,3,15883
294,143,2,15884
785,222,4,15885
74,101,3,15886
531,116,3,15887
685,372,2,15888
851,478,3,15889
659,394,3,15890
625,320,3,15891
913,166,3,15892
299,480,3,15893
117,99,3,15894
785,174,3,15895
